iter	Logloss
0	0.310632231711	0.144833749322	0.0707694794133	0.0393269749344	0.0243515595255	0.0164408266	06	0.0125272867	07	0.009945688	0.08	0.0083636599	0.9	0.00739061010	010	0.00676181111	011	0.0063878112	0.12	0.0060784113	0.13	0.0058753114	0.14	0.0057083115	0.15	0.0056031616	016	0.00550121717	017	0.00542581818	018	0.00537111919	019	0.00532612020	020	0.0052777212121	0.0052496922	2222	0.0052164223	2323	0.0051905224	224	0.00517127525	225	0.005156688359226	0.005141646674227	0.00513154537
28	0.005115522279
29	0.005097649583
30	0.005085383666331	0.005071638428
32	0.005063325556
33	0.005051947491334	0.005045109885335	0.005038329344336	0.005031406147
37	0.005024294497
38	0.005012896526
39	0.005006896271
40	0.005003349434
41	0.004999763444242	0.004991485134343	0.004988085344	44	0.00498091224545	0.004977555584646	0.004972203876
47	0.004970187524
48	0.004963339563
49	0.00495508183
50	0.004951504693
51	0.004942222507
52	0.004940237223
53	0.004938480071
54	0.004928150096
55	0.004926440323
56	0.004921489659
57	0.004919698522
58	0.004911022254
59	0.004906540168
60	0.004896093756
61	0.004890249314
62	0.004887886585
63	0.004880288868
64	0.004877612812
65	0.004869914082
66	0.004866286484
67	0.004861150303
68	0.004859295068
69	0.004847924325
70	0.004840196827
71	0.004835535928
72	0.004834600569
73	0.004831212094
74	0.004827862419
75	0.004824649946
76	0.004822869364
77	0.004818320319
78	0.004807563918
79	0.004805562781
80	0.004798973832
81	0.004798006072
82	0.004788798302
83	0.004786293628
84	0.004784705126
85	0.004774018889
86	0.004772498091
87	0.00477076386
88	0.00476996659
89	0.004765727869
90	0.004756181617
91	0.004753243904
92	0.004751288315
93	0.004746577963
94	0.004743412836
95	0.004737930517
96	0.004736198353
97	0.004728384685
98	0.004726216912
99	0.004725380587
100	0.004723470133
101	0.004718494068
102	0.004715110052
103	0.004714185475
104	0.004712578534
105	0.004708845351
106	0.004705625169
107	0.004688073664
108	0.004671571507
109	0.004668142117
110	0.004658139097
111	0.004655756736
112	0.004653067486
113	0.004648449975
114	0.004643028048
115	0.00463361064
116	0.004632182355
117	0.004625669704
118	0.004622025542
119	0.004617520356
120	0.00461632144
121	0.004614886388
122	0.004610732777
123	0.004603725117
124	0.004602642354
125	0.004601004041
126	0.004600059744
127	0.00459279687
128	0.004590132585
129	0.004588144527
130	0.004582933484
131	0.004575411184
132	0.004574362726
133	0.004573523177
134	0.004571270845
135	0.004566734002
136	0.004561846028
137	0.004554000649
138	0.004552232633
139	0.004546088936
140	0.004543089289
141	0.004542064808
142	0.004535726976
143	0.004534697608
144	0.004533359253
145	0.004532474321
146	0.004522730617
147	0.00452186425
148	0.004517730035
149	0.004515089725
150	0.004513920524
151	0.004513184589
152	0.00451159635
153	0.004503901312
154	0.004497963437
155	0.004497332928
156	0.004494527052
157	0.004486570371
158	0.004485003499
159	0.00447220844
160	0.004469769708
161	0.004468845056
162	0.004465768682
163	0.00446084487
164	0.004454685148
165	0.004453728237
166	0.00443599672
167	0.004433946558
168	0.004429820603
169	0.004428067024
170	0.004427245894
171	0.004423635084
172	0.004422918265
173	0.004422371092
174	0.004418182198
175	0.004415818671
176	0.004409364271
177	0.004400899874
178	0.00440017179	0179	0.00439418180	0.0044104752318181	0.0044051561118182	0.0043979419618183	0.0043973849
184	0.004395838949
185	0.004393275867
186	0.004388984781
187	0.004387872312
188	0.00438766305
189	0.004384930746
190	0.004377959091
191	0.00437723452
192	0.00437506799
193	0.004373276236
194	0.004370024086
19195	0.00430749361196	0.004367181249
1197	0.004305390591198	0.004365645919
199	0.004364809388
200	0.004364649244
201	0.004356680038
202	0.004355496708
203	0.004352949487
204	0.004352151506
205	0.004351185832
206	0.004350493216
207	0.004343811765
208	0.004342517439
209	0.00433633259
210	0.004333768384
211	0.004332679864
212	0.004332173954
213	0.004330704433
214	0.004325071444
215	0.004321616133
216	0.004320825797
217	0.004320591221
218	0.004316865867
219	0.004308029885
220	0.004306741406
221	0.004302542572
222	0.004296710264
223	0.004291776619
224	0.004289165925
2225	0.0042103781472226	0.0042088441862227	0.0042082470682228	0.004201623353229	0.004268293655
2230	0.0041924536472231	0.004188718348
232	0.004186033972
233	0.004183808283
234	0.004180588796
235	0.004179152787
236	0.004178743646
237	0.004178223958
238	0.004177737349
239	0.004176732877
240	0.00417650333
241	0.004174297056
242	0.004170084713
243	0.004162426541
244	0.004158433059
245	0.004153846173
246	0.004151946211
247	0.004151577149
248	0.00414903439
249	0.004147989511
250	0.004146025644
251	0.004144313168
252	0.004139212866
253	0.004134658645
254	0.004133815952
255	0.004133621485
256	0.004128441734
257	0.004122883763
258	0.004114748089
259	0.004108192944
260	0.004102332874
261	0.004102081586
262	0.004097977837
263	0.004097760833
264	0.004097608991
265	0.004096669886
266	0.004094141153
267	0.004093955426
268	0.004093819809
269	0.004090115709
270	0.004090002394
271	0.004086617187
272	0.004080033566
273	0.004072485499
274	0.004066397744
275	0.004062996235
276	0.004062336179
277	0.004057904718
278	0.004049754666
279	0.004048039124
280	0.004046038921
281	0.004045283662
282	0.004040915915
283	0.00404072574
284	0.004039773089
285	0.004037721184
286	0.004036496758
287	0.00403438741
288	0.004033461224
289	0.004030830245
290	0.004030680586
291	0.004028545607
292	0.004026741368
293	0.004024032768
294	0.004018615231
295	0.00401850682
296	0.00401444133
297	0.004009065464
298	0.004005081106
299	0.004004005054
300	0.004003902839
301	0.004000228261
302	0.003998558439
303	0.003995980699
304	0.003994238935
305	0.003991502326
306	0.00399001006
307	0.00398917868
308	0.003986699644
309	0.003984974214
310	0.003982684767
311	0.003982367789
312	0.003975960064
313	0.003973310222
314	0.003968540974
315	0.00396630034
316	0.003963438928
317	0.003961762226
318	0.003959231528
319	0.003959147121
320	0.003956295831
321	0.003952273608
322	0.003950626898
323	0.003950289744
324	0.003949769162
325	0.003949575871
326	0.003948696141
327	0.003948522318
328	0.003948151291
329	0.003944130083
330	0.003941064533
331	0.003940985075
332	0.003940922023
333	0.003940781627
334	0.003940659923
335	0.003940283375
336	0.003939862073
337	0.003939808021
338	0.003939529768
339	0.003937305974
340	0.003936253327
341	0.003935917086
342	0.003935420863
343	0.003933382443
344	0.003932351916
345	0.003929847601
346	0.003927867609
347	0.00392580323
348	0.003925215951
349	0.003911950537
350	0.003908322956
351	0.003906873463
352	0.003906255877
353	0.003902312375
354	0.003902242164
355	0.00389749716
356	0.003894289615
357	0.003891504816
358	0.003890330091
359	0.003890268879
360	0.003890161841
361	0.003890111075
362	0.003887848775
363	0.003887346479
364	0.003883155861
365	0.003883110329
366	0.003882831536
367	0.003872708511
368	0.003872300813
369	0.003869359735
370	0.003869359259
371	0.003869041808
372	0.00386444535
373	0.003862270686
374	0.00386029335
375	0.003859482624
376	0.003858711639
377	0.00385861563
378	0.003858559005
379	0.003853463759
380	0.003852740192
381	0.003844474031
382	0.003841709547
383	0.003840745765
384	0.003838265937
385	0.003836122263
386	0.003835852873
387	0.003835224769
388	0.003834534224
389	0.003832698102
390	0.003826428868
391	0.003823106097
392	0.003822536013
393	0.003820293383
394	0.003820215084
395	0.003817605581
396	0.003817561537
397	0.003817507293
398	0.00381305357
399	0.003808153109
400	0.003807266479
401	0.003804970844
402	0.003804920581
403	0.003804632459
404	0.003804588625
405	0.003803162434
406	0.003801554842
407	0.003801553476
408	0.003800384066
409	0.003798211528
410	0.003797824571
411	0.003795253572
412	0.003791328224
413	0.003790255926
414	0.003789543954
415	0.0037885582
416	0.003788464804
417	0.003783033029
418	0.003781239095
419	0.003781015588
420	0.003779196182
421	0.003777682417
422	0.003776042004
423	0.003775432795
424	0.003773876893
425	0.003772299595
426	0.003768618318
427	0.003767109347
428	0.003765891505
429	0.003764412606
430	0.003761326712
431	0.00375865614
432	0.003756301693
433	0.003754268992
434	0.00375034383
435	0.003749397049
436	0.003745105875
437	0.003744617759
438	0.003741177522
439	0.003738134847
440	0.003737204699
441	0.003735747022
442	0.003732582771
443	0.003728861566
444	0.003728319498
445	0.003725085577
446	0.003722690389
447	0.003720890795
448	0.003720238812
449	0.003717716484
450	0.003716897873
451	0.003715508231
452	0.003711127156
453	0.003710010012
454	0.003708483716
455	0.00370840876
456	0.003708123614
457	0.003706967489
458	0.003706259757
459	0.003704410259
460	0.00370218521
461	0.00370095108
462	0.00370072334
463	0.00370017758
464	0.003699800462
465	0.003699007093
466	0.003698926062
467	0.003698859018
468	0.00369866409
469	0.003698377746
470	0.003696953267
471	0.003696548929
472	0.003696158512
473	0.00369559627
474	0.003689487002
475	0.003689298614
476	0.003688725271
477	0.003688467491
478	0.00368539123
479	0.003683304388
480	0.003683140851
481	0.00368279147
482	0.003682632598
483	0.003682565312
484	0.003682432792
485	0.003679878999
486	0.003679824094
487	0.003679768403
488	0.003674871309
489	0.00367482433
490	0.00367244193
491	0.003671969946
492	0.00367134686
493	0.003668881727
494	0.003666110794
495	0.003663167558
496	0.003663128296
497	0.003662995557
498	0.003661524748
499	0.00366135705
500	0.003660977697
501	0.003660611795
502	0.003659933714
503	0.003659787373
504	0.003655833977
505	0.003655489052
506	0.003653743734
507	0.003650863716
508	0.003650461423
509	0.003650082765
510	0.003648014224
511	0.003646978994
512	0.003645347535
513	0.003645047142
514	0.003644607896
515	0.003644239361
516	0.003642803162
517	0.003642758392
518	0.003642640953
519	0.003639955138
520	0.003638992918
521	0.003636966041
522	0.003636921375
523	0.003634264096
524	0.003633767629
525	0.003633274693
526	0.003629453407
527	0.003627784229
528	0.003627558562
529	0.003626884371
530	0.003624106368
531	0.003622197516
532	0.003619833503
533	0.003618156896
534	0.003617961806
535	0.00361698411
536	0.003616789779
537	0.003616485401
538	0.003616443298
539	0.003614062791
540	0.003612132052
541	0.003612078775
542	0.003612043194
543	0.003611476562
544	0.003608646948
545	0.003607383671
546	0.00360734649
547	0.003607314314
548	0.003606295096
549	0.003604927356
550	0.003603819751
551	0.003597421488
552	0.003597228321
553	0.003596739355
554	0.003595001741
555	0.003591834619
556	0.003591522694
557	0.003589722525
558	0.00358717988
559	0.003586462365
560	0.003585291876
561	0.00358410731
562	0.003583619789
563	0.003583239344
564	0.0035825528
565	0.003582519704
566	0.003579771737
567	0.003575263727
568	0.00357352432
569	0.003572624388
570	0.003569322108
571	0.003568797793
572	0.003568674697
573	0.003563484938
574	0.003562231546
575	0.003561291714
576	0.003557081966
577	0.003555142386
578	0.003555012282
579	0.003553604039
580	0.003553116581
581	0.003551963226
582	0.003549204985
583	0.003546927537
584	0.003545623882
585	0.00354543633
586	0.003545279079
587	0.003543399205
588	0.003543266499
589	0.003542182012
590	0.003542070925
591	0.003540472574
592	0.003539536654
593	0.003537438511
594	0.00353727317
595	0.003534826738
596	0.003533113048
597	0.003532204019
598	0.00353013365
599	0.003527212571
600	0.003523912993
601	0.003523279807
602	0.003522882843
603	0.003521900183
604	0.003521824729
605	0.003519462747
606	0.003517567689
607	0.003516070017
608	0.003513590692
609	0.003511415856
610	0.003511346373
611	0.003510403123
612	0.00350979402
613	0.003508767563
614	0.003508655203
615	0.003508374933
616	0.003506433089
617	0.003505219589
618	0.003504739033
619	0.003503740817
620	0.003503496144
621	0.003502700032
622	0.003501941729
623	0.003501733832
624	0.003501704727
625	0.003500886158
626	0.003497526084
627	0.003497350968
628	0.003496301604
629	0.003496092552
630	0.003488925957
631	0.003485957194
632	0.003480266709
633	0.003480142197
634	0.003480076225
635	0.003479825117
636	0.003479714017
637	0.0034794693
638	0.003474440692
639	0.00347438445
640	0.003473550523
641	0.003472943194
642	0.003471988167
643	0.003470237913
644	0.003469278965
645	0.003467764901
646	0.003467008851
647	0.003465571969
648	0.00346428361
649	0.003464073135
650	0.003463906745
651	0.003463225065
652	0.00346063635
653	0.003459393934
654	0.003459265117
655	0.003459112907
656	0.003454685031
657	0.00345361197
658	0.003452281773
659	0.003451199949
660	0.003447309972
661	0.003446393237
662	0.003446078104
663	0.00344515531
664	0.003444212013
665	0.003443702497
666	0.003442608954
667	0.003441357432
668	0.003441089958
669	0.003440367142
670	0.003436946717
671	0.003436052928
672	0.003434745548
673	0.003433200961
674	0.003433017108
675	0.003431827936
676	0.003431054746
677	0.003429889804
678	0.003428947453
679	0.003428919561
680	0.003428288224
681	0.003428038297
682	0.003428014999
683	0.003427395657
684	0.003427391027
685	0.003427387623
686	0.003427384309
687	0.003424382377
688	0.003424133649
689	0.003423487623
690	0.003422582215
691	0.003422452706
692	0.003421246485
693	0.003421218204
694	0.00342020423
695	0.003417864639
696	0.003417383015
697	0.003416800158
698	0.003414867379
699	0.003414432506
700	0.003414369122
701	0.003414167013
702	0.003412584792
703	0.003412388601
704	0.003411820576
705	0.003411708801
706	0.003405046341
707	0.003404883167
708	0.003402435033
709	0.003401744857
710	0.003398416364
711	0.003398397427
712	0.003397064323
713	0.003396922805
714	0.003394256397
715	0.003394240278
716	0.003394149522
717	0.003394119302
718	0.003391509313
719	0.003390969038
720	0.003390357513
721	0.003389876523
722	0.00338895666
723	0.003388218313
724	0.003387625902
725	0.003382663761
726	0.003382100059
727	0.003381637495
728	0.003381458264
729	0.003380996107
730	0.003377646457
731	0.003369819677
732	0.003369550683
733	0.003369512609
734	0.003369478897
735	0.003366059693
736	0.003365181726
737	0.003364969388
738	0.003364824117
739	0.003364778448
740	0.003363308836
